	Music	Slow songs or fast songs	Dance	Folk	Country	Classical music	Musical	Pop	Rock	Metal or Hardrock	Punk	Hiphop, Rap	Reggae, Ska	Swing, Jazz	Rock n roll	Alternative	Latino	Techno, Trance	Opera	Movies	Horror	Thriller	Comedy	Romantic	Sci-fi	War	Fantasy/Fairy tales	Animated	Documentary	Western	Action	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy Management	Biology	Chemistry	Reading	Geography	Foreign languages	Medicine	Law	Cars	Art exhibitions	Religion	Countryside, outdoors	Dancing	Musical instruments	Writing	Passive sport	Active sport	Gardening	Celebrities	Shopping	Science and technology	Theatre	Fun with friends	Adrenaline sports	Pets	Flying	Storm	Darkness	Heights	Spiders	Snakes	Rats	Ageing	Dangerous dogs	Fear of public speaking	Healthy eating	Daily events	Prioritising workload	Writing notes	Workaholism	Thinking ahead	Final judgement	Reliability	Keeping promises	Loss of interest	Friends versus money	Funniness	Fake	Criminal damage	Decision making	Elections	Self-criticism	Judgment calls	Hypochondria	Eating to survive	Giving	Compassion to animals	Borrowed stuff	Loneliness	Cheating in school	Health	Changing the past	God	Dreams	Charity	Number of friends	Waiting	New environment	Mood swings	Appearence and gestures	Socializing	Achievements	Responding to a serious letter	Children	Assertiveness	Getting angry	Knowing the right people	Public speaking	Unpopularity	Life struggles	Happiness in life	Energy levels	Small - big dogs	Personality	Finding lost valuables	Getting up	Interests or hobbies	Parents' advice	Questionnaires or polls	Finances	Shopping centres	Branded clothing	Entertainment spending	Spending on looks	Spending on gadgets	Spending on healthy eating	Age	Height	Weight	Number of siblings	Gender_female	Gender_male	Left_right_handed_left handed	Left_right_handed_right handed	Only_child_no	Only_child_yes	Village_town_city	Village_town_village	House_block_of_flats_block of flats	House_block_of_flats_house/bungalow	Smoking	Alcohol	Punctuality	Lying	Internet_usage	Education
416	4.0	2.0	5.0	1.0	1.0	4.0	2.0	4.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	3.0	4.0	1.0	4.613613613613613	3.0	3.0	4.0	5.0	2.0	3.0	3.0	4.0	2.0	1.0	1.0	2.0	2.0	1.0	5.0	2.0	4.0	2.0	5.0	3.0	3.0	4.0	3.0	2.0	1.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0	2.0	5.0	2.0	2.0	2.0	3.0	2.0	2.0	5.0	3.0	3.0	3.0	3.0	4.0	1.0	3.0	4.0	1.0	1.0	4.0	1.0	3.0	2.0	3.0	5.0	3.0	4.0	3.0	4.0	5.0	2.0	4.0	2.0	1.0	1.0	3.0	4.0	5.0	4.0	1.0	2.0	3.0	3.0	1.0	3.0	4.0	2.0	4.0	3.0	3.0	3.0	4.0	2.0	4.0	3.0	1.0	5.0	3.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	5.0	5.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	2.0	2.666666666666666	1.9708737864077683	1.231124807395994	1.4	1	0	1	0	1	0	0	1	0	1	2.0	2.0	2.0	3.0	2.0	3.0
581	5.0	4.0	2.0	2.0	1.0	1.0	4.0	3.0	4.0	3.0	4.0	4.0	5.0	3.0	2.0	5.0	2.0	5.0	1.0	4.0	2.0	4.0	5.0	2.0	1.0	1.0	4.0	4.0	3.0	1.0	4.0	1.0	4.0	2.0	3.0	1.0	5.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	3.0	2.0	1.0	1.0	5.0	4.0	2.0	3.0	5.0	3.0	4.0	5.0	3.0	5.0	2.0	2.0	3.0	3.0	5.0	5.0	3.0	4.0	5.0	4.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	4.0	4.0	3.0	5.0	3.0	1.0	2.0	3.0	4.0	3.0	4.0	1.0	3.0	4.0	4.0	5.0	3.0	3.0	4.0	5.0	2.0	3.0	2.0	4.0	2.0	3.0	4.0	3.0	3.0	3.0	3.07007007007007	4.0	4.0	1.0	3.0	5.0	5.0	5.0	4.0	4.0	3.0	4.0	3.0	2.0	3.0	4.0	5.0	4.0	4.0	4.0	5.0	3.0	3.0	2.0	3.333333333333333	1.2427184466019412	1.3081664098613244	1.4	1	0	0	1	1	0	1	0	1	0	4.0	3.0	3.0	2.0	2.0	3.0
402	5.0	3.0	5.0	5.0	1.0	5.0	2.0	4.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	2.8296593186372747	1.0	3.0	3.0	5.0	4.0	4.0	5.0	2.0	1.0	5.0	5.0	5.0	5.0	1.0	4.0	5.0	1.0	3.0	1.0	1.0	5.0	5.0	2.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	3.0	5.0	1.0	1.0	1.0	3.38989898989899	3.0	2.0	3.0	2.0	4.0	1.0	5.0	3.0	5.0	1.0	1.0	1.0	4.0	1.0	3.0	5.0	1.0	5.0	3.0	3.0	3.0	4.0	4.0	1.0	2.0	4.0	5.0	5.0	5.0	5.0	3.0	1.0	5.0	5.0	5.0	5.0	5.0	1.0	2.0	5.0	5.0	5.0	4.0	5.0	1.0	5.0	5.0	3.0	3.0	2.0	3.0	5.0	3.0	3.0	4.0	2.9641076769690926	5.0	3.0	5.0	4.0	3.0	3.0	3.0	4.0	3.0	4.0	1.0	4.0	1.0	5.0	5.0	4.0	3.0	3.0	2.0	1.0	3.0	1.0	4.0	2.0	4.333333333333332	3.1844660194174743	4.389830508474572	1.4	0	1	0	1	1	0	1	0	1	0	2.0	2.0	1.0	3.0	1.0	5.0
554	4.0	3.0	3.0	4.0	2.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	1.0	2.0	3.0	2.0	3.0	3.0	1.0	4.0	1.0	2.0	4.0	4.0	2.0	3.0	3.0	2.0	4.0	2.0	4.0	2.0	5.0	3.0	5.0	3.0	4.0	4.0	4.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	5.0	3.0	4.0	5.0	4.0	3.0	2.0	4.0	5.0	2.0	3.0	3.0	4.0	2.0	3.6666666666666665	3.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	3.0	3.0	4.0	2.0	4.0	4.0	3.0	4.0	4.0	5.0	4.0	3.0	3.0	3.0	2.0	2.0	3.0	4.0	3.0	4.0	2.0	2.0	3.0	4.0	3.0	3.0	4.0	3.0	3.0	5.0	4.0	3.0	2.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	5.0	4.0	2.0	3.0	4.0	3.0	2.0	4.0	4.0	1.0	4.0	4.0	3.0	4.0	3.0	3.0	3.0	4.0	4.0	2.0	3.0	2.0	3.0	2.333333333333333	2.941747572815533	2.0785824345146366	1.0	0	1	0	1	0	1	0	1	0	1	2.0	2.0	2.0	2.0	2.0	4.0
719	4.0	3.0	4.0	2.0	1.0	5.0	3.0	3.0	2.0	4.0	2.0	4.0	4.0	5.0	3.0	5.0	4.0	2.0	4.0	5.0	1.0	5.0	4.0	4.0	3.0	2.0	5.0	5.0	4.0	1.0	4.0	5.0	4.0	3.0	2.0	3.0	3.0	4.0	1.0	5.0	3.0	5.0	5.0	3.0	2.0	1.0	2.0	4.0	5.0	5.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	4.0	4.0	5.0	5.0	5.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	5.0	5.0	4.0	2.0	4.0	1.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	3.0	2.0	4.0	5.0	4.0	5.0	1.0	1.0	2.0	1.0	4.0	3.0	5.0	4.0	5.0	5.0	4.0	3.0	4.0	2.0	4.0	5.0	5.0	4.0	4.0	4.0	5.0	5.0	3.0	4.0	5.0	2.0	4.0	4.0	4.0	3.0	4.0	4.0	1.0	5.0	4.0	4.0	4.0	4.0	2.0	1.0	3.0	5.0	5.0	2.0	1.9708737864077683	2.848998459167948	1.8	0	1	1	0	1	0	1	0	1	0	3.0	2.0	2.0	2.0	2.0	3.0
269	5.0	3.0	3.0	1.0	2.0	4.0	4.0	3.0	5.0	3.0	4.0	1.0	1.0	1.0	3.0	2.0	4.0	2.0	4.0	5.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	2.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	1.0	5.0	4.0	5.0	3.0	5.0	5.0	4.0	1.0	2.0	5.0	4.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	5.0	2.0	3.6666666666666665	3.0	3.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	4.0	3.0	3.0	2.0	2.0	3.0	4.0	4.0	3.0	3.0	4.0	2.0	4.0	3.0	3.0	4.0	4.0	3.0	4.0	4.0	2.0	2.0	2.0	4.0	3.0	3.0	2.0	2.0	3.0	4.0	2.0	2.0	2.0	2.0	3.0	4.0	3.0	3.0	2.0	4.0	4.0	2.0	3.0	2.0	2.0	5.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	2.0	2.0	4.0	4.0	2.0	1.0	2.0	2.0	4.0	4.0	1.666666666666666	1.0	1.462249614791987	1.4	1	0	0	1	1	0	0	1	0	1	2.0	2.0	3.0	2.0	2.0	3.0
879	5.0	3.0	3.0	1.0	1.0	2.0	3.0	4.0	3.0	1.0	1.0	2.0	3.0	4.0	3.0	3.0	4.0	3.0	1.0	5.0	2.0	3.0	5.0	5.0	5.0	2.0	5.0	4.0	2.0	1.0	4.0	4.0	4.0	3.0	1.0	1.0	5.0	3.0	2.0	2.0	1.0	5.0	2.0	5.0	2.0	4.0	1.0	2.0	1.0	3.0	2.0	1.0	1.0	3.0	1.0	2.0	3.0	2.0	2.0	4.0	5.0	3.0	1.0	1.0	1.0	2.0	3.0	1.0	3.0	4.0	5.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	3.0	2.0	4.0	4.0	3.0	5.0	3.0	2.0	3.0	1.0	5.0	3.0	3.0	1.0	2.0	2.0	3.0	5.0	4.0	5.0	2.0	4.0	2.0	3.0	2.0	3.0	2.0	4.0	5.0	4.0	2.0	3.0	5.0	5.0	3.0	5.0	4.0	4.0	1.0	4.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	2.0	2.0	3.0	2.0	4.0	2.0	2.333333333333333	1.7281553398058271	1.462249614791987	1.8	0	1	0	1	0	1	1	0	1	0	2.0	2.0	2.0	4.0	3.0	3.0
373	5.0	4.0	2.0	1.0	1.0	1.0	1.0	5.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	2.0	4.0	5.0	4.0	5.0	3.0	4.0	4.0	1.0	3.0	5.0	5.0	4.0	3.0	1.0	1.0	4.0	2.0	1.0	1.0	1.0	1.0	5.0	4.0	1.0	1.0	5.0	1.0	1.0	4.0	1.0	1.0	1.0	5.0	4.0	1.0	3.0	1.0	3.0	3.026078234704112	5.0	5.0	1.0	1.0	1.0	1.0	2.0	2.0	5.0	3.0	1.0	2.0	3.0	3.0	4.0	1.0	3.0	2.0	4.0	1.0	4.0	4.0	1.0	3.0	4.0	4.0	1.0	5.0	4.0	5.0	5.0	1.0	4.0	3.0	2.0	5.0	4.0	5.0	1.0	5.0	1.0	4.0	2.0	3.0	1.0	2.0	4.0	4.0	4.0	4.0	2.0	3.0	3.0	1.0	2.0	4.0	4.0	2.0	1.0	4.0	3.0	2.0	1.0	5.0	4.0	3.0	2.0	4.0	2.0	3.0	2.0	1.0	1.0	2.0	2.666666666666666	2.4563106796116507	2.617873651771955	1.0	0	1	1	0	0	1	1	0	1	0	1.0	3.0	3.0	3.0	1.0	4.0
266	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	1.0	4.0	1.0	2.0	5.0	2.0	3.0	5.0	5.0	3.0	3.0	4.0	4.0	3.0	2.0	2.0	3.0	3.0	1.0	4.0	3.0	4.0	4.0	4.0	3.0	1.0	5.0	5.0	5.0	2.0	1.0	3.0	3.0	1.0	4.0	3.0	2.0	1.0	2.0	4.0	3.0	3.0	4.0	3.0	3.0	5.0	4.0	4.0	1.0	5.0	4.0	1.0	3.0	3.0	2.0	1.0	3.0	3.0	4.0	3.0	2.0	5.0	4.0	5.0	2.0	4.0	5.0	3.0	3.0	4.0	3.0	3.0	4.0	4.0	5.0	4.0	1.0	2.0	4.0	3.0	5.0	4.0	5.0	3.0	4.0	2.0	4.0	2.0	3.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0	3.0	4.0	2.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	5.0	5.0	4.0	3.0	5.0	4.0	2.333333333333333	1.7281553398058271	2.617873651771955	1.4	1	0	0	1	1	0	1	0	1	0	2.0	2.0	1.0	2.0	2.0	3.0
682	5.0	3.0	2.0	5.0	5.0	3.0	3.0	5.0	5.0	4.0	3.0	3.0	3.0	3.0	5.0	1.0	5.0	1.0	1.0	5.0	1.0	1.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	1.0	1.0	1.0	4.0	4.0	2.0	5.0	3.0	5.0	5.0	3.0	5.0	4.0	3.0	1.0	4.0	5.0	3.0	3.0	1.0	3.0	3.0	5.0	3.0	3.0	3.0	3.0	5.0	1.0	5.0	5.0	4.0	2.0	3.0	2.83	4.0	5.0	3.0	5.0	3.0	3.0	4.0	4.0	4.0	3.0	5.0	4.0	5.0	5.0	4.0	5.0	4.0	3.0	1.0	5.0	4.0	5.0	4.0	3.0	3.0	5.0	5.0	4.0	3.0	3.0	5.0	3.0	5.0	3.0	3.0	4.0	3.0	3.0	3.0	3.599800399201597	3.0	2.0	2.0	3.0	4.0	3.0	5.0	4.0	4.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0	3.0	3.0	2.0	1.0	3.0	2.0	2.0	4.0	5.0	3.0631067961165037	3.2342064714946046	1.4	0	1	0	1	1	0	0	1	0	1	2.0	3.0	3.0	3.0	2.0	3.0
808	5.0	3.0	2.0	3.0	4.0	5.0	5.0	1.0	5.0	5.0	3.0	1.0	3.0	4.0	5.0	4.0	2.0	1.0	5.0	5.0	3.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	2.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	5.0	3.0	3.0	3.0	3.0	2.0	5.0	3.0	5.0	3.0	5.0	5.0	4.0	3.0	2.0	4.0	2.0	4.0	5.0	5.0	4.0	5.0	1.0	3.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	1.0	1.0	5.0	3.0	3.0	2.0	3.0	1.0	4.0	4.0	2.0	5.0	5.0	2.0	5.0	2.0	2.0	5.0	5.0	3.0	1.0	3.0	5.0	4.0	2.0	3.0	2.0	4.0	2.0	3.0	2.0	3.0	3.0	4.0	2.0	3.0	2.0	4.0	4.0	4.0	3.0	3.0	3.0	1.0	3.0	3.0	4.0	3.0	2.0	3.0	2.0	4.0	5.0	3.0	5.0	1.0	1.0	1.0	5.0	3.0	2.0	3.0	2.666666666666666	3.1844660194174743	4.004622496147916	1.4	0	1	0	1	1	0	1	0	1	0	2.0	3.0	3.0	2.0	2.0	4.0
334	5.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	4.0	1.0	4.0	4.0	1.0	1.0	5.0	4.0	5.0	5.0	2.0	1.0	5.0	3.0	4.0	4.0	1.0	1.0	4.0	4.0	3.0	1.0	1.0	5.0	4.0	3.0	1.0	1.0	5.0	5.0	5.0	2.0	2.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	4.0	3.0	4.0	5.0	3.0	2.0	3.0	2.0	1.0	1.0	4.0	1.0	1.0	4.0	4.0	3.0	2.0	3.0	3.0	2.0	5.0	3.0	2.0	4.0	5.0	1.0	5.0	3.0	2.0	2.0	3.0	5.0	4.0	4.0	1.0	2.0	3.0	5.0	3.0	5.0	2.0	2.0	3.0	2.0	4.0	4.0	4.0	2.0	4.0	2.0	4.0	2.0	3.0	2.0	4.0	4.0	4.0	2.0	4.0	4.0	5.0	3.0	4.0	4.0	3.0	2.0	4.0	4.0	4.0	3.0	4.0	3.0	2.0	1.0	2.0	3.0	4.0	4.0	1.8495145631067977	1.0	1.4	1	0	0	1	1	0	1	0	1	0	1.0	1.0	3.0	2.0	2.0	5.0
694	5.0	4.0	4.0	2.0	2.0	3.0	5.0	5.0	4.0	2.0	2.0	5.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	1.0	1.0	5.0	5.0	3.0	2.0	5.0	5.0	3.0	1.0	5.0	4.0	5.0	2.0	2.0	2.0	4.0	2.0	3.0	2.0	1.0	4.0	1.0	4.0	2.0	3.0	2.0	4.0	1.0	4.0	4.0	1.0	1.0	3.0	4.0	1.0	3.0	3.0	2.0	5.0	5.0	3.0	5.0	2.0	4.0	3.0	3.0	5.0	3.0	2.0	1.0	1.0	3.0	2.0	3.0	1.0	4.0	1.0	3.0	1.0	3.0	4.0	4.0	4.0	2.0	1.0	1.0	2.0	4.0	4.0	4.0	1.0	1.0	1.0	5.0	5.0	3.0	5.0	3.0	1.0	1.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	5.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	3.0	4.0	3.0	3.0	2.0	5.0	3.666666666666666	1.6067961165048565	2.4637904468412923	1.0	0	1	0	1	1	0	1	0	0	1	2.0	2.0	1.0	2.0	2.0	4.0
723	5.0	4.0	4.0	2.0	2.0	4.0	1.0	4.0	2.0	1.0	1.0	4.0	1.0	4.0	2.0	4.0	3.0	3.0	1.0	5.0	1.0	2.0	4.0	1.0	3.0	4.0	1.0	1.0	4.0	1.0	3.0	5.0	3.0	5.0	1.0	3.0	4.0	3.0	4.0	1.0	1.0	1.0	5.0	5.0	1.0	4.0	3.0	2.0	2.0	4.0	1.0	1.0	5.0	4.0	3.0	1.0	4.0	2.0	4.0	3.0	5.0	5.0	3.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	3.0	1.0	4.0	1.0	4.0	1.0	5.0	4.0	4.0	1.0	5.0	1.0	5.0	3.0	5.0	3.0	4.0	3.0	4.0	3.0	4.0	1.0	1.0	1.0	2.0	3.0	2.0	5.0	3.0	3.0	4.0	3.0	2.0	3.0	2.0	3.0	4.0	5.0	4.0	3.0	3.0	3.0	5.0	4.0	5.0	2.0	2.0	1.0	4.0	4.0	4.0	3.0	4.0	2.0	5.0	3.0	1.0	1.0	3.0	4.0	5.0	3.0	5.0	4.0	2.333333333333333	2.699029126213592	2.155624036979968	1.0	1	0	0	1	1	0	1	0	1	0	2.0	2.0	3.0	2.0	2.0	3.0
20	5.0	3.0	3.0	2.0	3.0	4.0	3.0	2.0	5.0	5.0	4.0	4.0	3.0	5.0	4.0	5.0	3.0	3.0	4.0	5.0	5.0	5.0	5.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	4.0	5.0	3.0	4.0	2.0	3.0	5.0	4.0	2.0	4.0	4.0	3.0	3.0	4.0	4.0	2.0	5.0	2.0	1.0	5.0	1.0	5.0	3.0	5.0	5.0	2.0	2.0	1.0	5.0	2.0	3.6666666666666665	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	1.0	2.0	4.0	2.0	1.0	3.0	1.0	4.0	2.0	5.0	4.0	3.0	1.0	2.0	4.0	5.0	5.0	2.0	4.0	3.0	3.0	3.0	4.0	2.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	5.0	3.0	4.0	2.0	3.0	3.0	2.0	2.0	4.0	4.0	2.666666666666666	3.912621359223298	3.0030816640986107	1.4	0	1	0	1	1	0	1	0	1	0	1.0	1.0	3.0	3.0	2.0	3.0
566	5.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	1.0	1.0	4.0	3.0	1.0	2.0	1.0	3.0	2.0	1.0	5.0	1.0	2.0	5.0	5.0	2.0	4.0	3.0	3.0	2.0	3.0	5.0	4.0	4.0	2.0	3.0	1.0	5.0	2.0	3.0	1.0	1.0	5.0	1.0	2.0	1.0	1.0	1.0	3.0	3.0	4.0	5.0	5.0	3.0	5.0	1.0	3.0	2.0	1.0	2.0	5.0	3.6666666666666665	1.0	4.0	2.0	1.0	2.0	4.0	3.0	5.0	2.0	1.0	2.0	5.0	3.0	3.0	4.0	3.0	1.0	4.0	3.0	4.0	2.0	1.0	1.0	3.0	4.0	2.0	5.0	4.0	3.0	5.0	3.0	2.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	2.0	4.0	1.0	3.0	4.0	3.0	2.0	4.0	3.0	3.0	4.0	3.0	2.0	2.0	5.0	5.0	5.0	4.0	3.0	3.0	4.0	3.0	1.0	4.0	3.0	4.0	5.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	2.333333333333333	2.5776699029126213	2.9260400616332793	1.4	1	0	0	1	1	0	0	1	0	1	1.0	2.0	2.0	1.0	3.0	3.0
162	4.0	2.0	3.0	5.0	4.0	5.0	2.0	4.0	3.0	1.0	1.0	5.0	4.0	3.0	2.0	1.0	5.0	1.0	3.0	4.0	2.0	2.0	5.0	5.0	3.0	5.0	2.0	1.0	5.0	3.0	2.0	5.0	3.0	3.0	1.0	1.0	5.0	2.0	2.0	1.0	1.0	3.0	5.0	5.0	1.0	3.0	4.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	2.0	1.0	2.3333333333333335	2.0	2.0	1.0	1.0	1.0	2.0	2.0	5.0	3.0	1.0	3.0	2.0	4.0	3.0	2.0	4.0	5.0	5.0	5.0	4.0	5.0	3.0	4.0	1.0	1.0	2.0	2.0	5.0	3.577	4.0	1.0	1.0	3.0	4.0	1.0	3.0	4.0	3.0	2.0	5.0	3.0	1.0	3.0	2.0	4.0	3.0	4.0	3.0	2.0	5.0	3.0	4.0	4.0	3.0	4.0	4.0	2.0	3.0	3.0	2.0	4.0	2.0	2.0	4.0	2.0	3.0	4.0	2.0	3.0	2.0	4.0	2.0	4.0	3.0	4.39805825242718	3.9275808936825847	1.0	0	1	1	0	0	1	1	0	1	0	2.0	2.0	3.0	2.0	2.0	4.0
40	4.0	3.0	4.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	2.0	3.0	1.0	5.0	1.0	5.0	5.0	3.0	2.0	1.0	2.0	2.0	4.0	1.0	5.0	2.0	1.0	1.0	2.0	1.0	5.0	4.0	3.0	2.0	1.0	1.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	5.0	5.0	3.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	3.0	5.0	2.0	5.0	3.0	5.0	3.0	4.0	4.0	1.0	1.0	2.0	4.0	3.0	5.0	3.0	4.0	2.0	3.0	3.0	3.0	2.0	1.0	3.0	4.0	3.0	1.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	3.0	3.0	3.0	4.0	2.0	4.0	1.0	2.0	2.0	1.0	5.0	5.0	3.0	3.0	2.0	3.0	3.0	3.0	1.0	3.0	2.0	2.0	1.0	1.0	3.0	3.0	5.0	1.0	1.0	5.0	2.0	2.0	4.666666666666666	2.2135922330097095	1.8474576271186427	1.4	1	0	0	1	1	0	1	0	1	0	1.0	2.0	3.0	3.0	2.0	3.0
790	5.0	4.0	3.0	2.0	2.0	3.0	1.0	3.0	4.0	3.0	2.0	4.0	3.0	3.0	1.0	1.0	3.0	3.0	1.0	3.0	2.0	4.0	4.0	4.0	2.0	3.0	2.0	1.0	4.0	3.0	5.0	4.0	3.0	2.0	1.0	1.0	4.0	3.0	3.0	3.0	1.0	1.0	2.0	2.0	1.0	1.0	5.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	5.0	1.0	3.0	4.0	5.0	1.0	5.0	5.0	3.0	3.0	3.0	3.0	4.0	1.0	1.0	4.0	4.0	5.0	4.0	4.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	4.0	1.0	5.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	3.0	4.0	5.0	4.0	2.0	4.0	4.0	4.0	5.0	3.0	2.0	4.0	2.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	2.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.640776699029125	4.235747303543909	1.4	1	0	0	1	0	1	0	1	0	1	3.0	1.0	2.0	1.0	2.0	3.0
387	5.0	3.0	5.0	2.0	2.0	2.0	4.0	5.0	2.0	1.0	1.0	5.0	5.0	3.0	3.0	2.0	5.0	2.0	1.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	5.0	5.0	3.0	1.0	5.0	2.0	4.0	3.0	2.0	2.0	5.0	3.0	3.0	5.0	3.0	4.0	4.0	5.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	4.0	3.0	1.0	5.0	5.0	3.0	3.0	5.0	4.0	5.0	1.0	1.0	2.0	2.0	1.0	2.0	5.0	3.0	2.0	3.0	3.0	5.0	3.0	5.0	5.0	4.0	2.0	4.0	3.0	5.0	4.0	3.0	2.0	3.0	5.0	3.0	4.0	5.0	2.0	3.0	5.0	5.0	5.0	3.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	5.0	3.0	5.0	5.0	5.0	4.0	3.0	5.0	3.0	5.0	5.0	5.0	3.0	5.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	4.333333333333332	1.6067961165048565	2.0015408320493053	1.8	1	0	0	1	1	0	1	0	1	0	2.0	2.0	1.0	3.0	2.0	5.0
120	5.0	5.0	4.0	1.0	2.0	4.0	4.0	2.0	5.0	5.0	2.0	1.0	3.0	5.0	5.0	3.0	4.0	3.0	2.0	3.0	1.0	3.0	5.0	4.0	2.0	5.0	4.0	4.0	5.0	3.0	5.0	5.0	3.0	4.0	5.0	5.0	2.0	4.0	5.0	3.0	5.0	5.0	5.0	4.0	3.0	3.0	2.0	1.0	2.0	5.0	4.0	3.0	2.0	1.0	4.0	1.0	1.0	1.0	5.0	5.0	5.0	4.0	5.0	1.0	1.0	2.0	1.0	1.0	4.0	4.0	1.0	1.0	2.0	2.0	5.0	2.0	1.0	5.0	5.0	1.0	5.0	4.0	5.0	3.0	5.0	4.0	1.0	1.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	4.0	5.0	1.0	2.0	4.0	3.0	3.0	3.0	5.0	1.0	3.0	1.0	3.0	1.0	4.0	2.0	3.0	4.0	1.0	1.0	1.0	2.0	5.0	4.0	1.0	1.0	3.0	1.0	1.0	4.0	3.666666666666666	4.155339805825239	4.004622496147916	1.0	0	1	0	1	0	1	1	0	1	0	1.0	3.0	2.0	1.0	1.0	4.0
